%time,field.clock
122249000000,122249000000
122250000000,122250000000
122251000000,122251000000
122252000000,122252000000
122253000000,122253000000
122254000000,122254000000
122255000000,122255000000
122256000000,122256000000
122257000000,122257000000
122258000000,122258000000
122259000000,122259000000
122260000000,122260000000
122261000000,122261000000
122262000000,122262000000
122263000000,122263000000
122264000000,122264000000
122265000000,122265000000
122266000000,122266000000
122267000000,122267000000
122268000000,122268000000
122269000000,122269000000
122270000000,122270000000
122271000000,122271000000
122272000000,122272000000
122273000000,122273000000
122274000000,122274000000
122275000000,122275000000
122276000000,122276000000
122277000000,122277000000
122278000000,122278000000
122279000000,122279000000
122280000000,122280000000
122281000000,122281000000
122282000000,122282000000
122283000000,122283000000
122284000000,122284000000
122285000000,122285000000
122286000000,122286000000
122287000000,122287000000
122288000000,122288000000
122289000000,122289000000
122290000000,122290000000
122291000000,122291000000
122292000000,122292000000
122293000000,122293000000
122294000000,122294000000
122295000000,122295000000
122296000000,122296000000
122296000000,122297000000
122298000000,122298000000
122299000000,122299000000
122300000000,122300000000
122301000000,122301000000
122302000000,122302000000
122303000000,122303000000
122304000000,122304000000
122305000000,122305000000
122306000000,122306000000
122307000000,122307000000
122308000000,122308000000
122309000000,122309000000
122310000000,122310000000
122311000000,122311000000
122312000000,122312000000
122312000000,122313000000
122314000000,122314000000
122315000000,122315000000
122316000000,122316000000
122317000000,122317000000
122318000000,122318000000
122319000000,122319000000
122320000000,122320000000
122321000000,122321000000
122322000000,122322000000
122323000000,122323000000
122324000000,122324000000
122325000000,122325000000
122326000000,122326000000
122327000000,122327000000
122328000000,122328000000
122329000000,122329000000
122330000000,122330000000
122331000000,122331000000
122332000000,122332000000
122333000000,122333000000
122334000000,122334000000
122335000000,122335000000
122336000000,122336000000
122336000000,122337000000
122338000000,122338000000
122339000000,122339000000
122340000000,122340000000
122341000000,122341000000
122342000000,122342000000
122343000000,122343000000
122344000000,122344000000
122345000000,122345000000
122346000000,122346000000
122347000000,122347000000
122348000000,122348000000
122349000000,122349000000
122350000000,122350000000
122351000000,122351000000
122352000000,122352000000
122353000000,122353000000
122354000000,122354000000
122355000000,122355000000
122356000000,122356000000
122357000000,122357000000
122358000000,122358000000
122359000000,122359000000
122360000000,122360000000
122361000000,122361000000
122362000000,122362000000
122363000000,122363000000
122364000000,122364000000
122365000000,122365000000
122366000000,122366000000
122367000000,122367000000
122368000000,122368000000
122369000000,122369000000
122370000000,122370000000
122371000000,122371000000
122372000000,122372000000
122373000000,122373000000
122374000000,122374000000
122375000000,122375000000
122376000000,122376000000
122377000000,122377000000
122378000000,122378000000
122379000000,122379000000
122380000000,122380000000
122381000000,122381000000
122382000000,122382000000
122383000000,122383000000
122384000000,122384000000
122385000000,122385000000
122385000000,122386000000
122387000000,122387000000
122388000000,122388000000
122389000000,122389000000
122390000000,122390000000
122391000000,122391000000
122392000000,122392000000
122393000000,122393000000
122394000000,122394000000
122395000000,122395000000
122396000000,122396000000
122397000000,122397000000
122398000000,122398000000
122399000000,122399000000
122400000000,122400000000
122400000000,122401000000
122402000000,122402000000
122403000000,122403000000
122404000000,122404000000
122405000000,122405000000
122406000000,122406000000
122407000000,122407000000
122408000000,122408000000
122409000000,122409000000
122410000000,122410000000
122411000000,122411000000
122412000000,122412000000
122413000000,122413000000
122414000000,122414000000
122415000000,122415000000
122416000000,122416000000
122417000000,122417000000
122418000000,122418000000
122419000000,122419000000
122420000000,122420000000
122421000000,122421000000
122422000000,122422000000
122423000000,122423000000
122424000000,122424000000
122425000000,122425000000
122426000000,122426000000
122427000000,122427000000
122428000000,122428000000
122429000000,122429000000
122430000000,122430000000
122431000000,122431000000
122432000000,122432000000
122433000000,122433000000
122434000000,122434000000
122435000000,122435000000
122436000000,122436000000
122437000000,122437000000
122438000000,122438000000
122439000000,122439000000
122440000000,122440000000
122441000000,122441000000
122442000000,122442000000
122443000000,122443000000
122444000000,122444000000
122444000000,122445000000
122446000000,122446000000
122447000000,122447000000
122448000000,122448000000
122449000000,122449000000
122450000000,122450000000
122451000000,122451000000
122451000000,122452000000
122451000000,122453000000
122454000000,122454000000
122455000000,122455000000
122456000000,122456000000
122457000000,122457000000
122458000000,122458000000
122459000000,122459000000
122460000000,122460000000
122461000000,122461000000
122462000000,122462000000
122463000000,122463000000
122464000000,122464000000
122465000000,122465000000
122466000000,122466000000
122467000000,122467000000
122468000000,122468000000
122469000000,122469000000
122470000000,122470000000
122470000000,122471000000
122472000000,122472000000
122473000000,122473000000
122474000000,122474000000
122474000000,122475000000
122476000000,122476000000
122476000000,122477000000
122478000000,122478000000
122479000000,122479000000
122480000000,122480000000
122481000000,122481000000
122482000000,122482000000
122483000000,122483000000
122484000000,122484000000
122485000000,122485000000
122486000000,122486000000
122487000000,122487000000
122488000000,122488000000
122489000000,122489000000
122490000000,122490000000
122491000000,122491000000
122492000000,122492000000
122493000000,122493000000
122494000000,122494000000
122495000000,122495000000
122496000000,122496000000
122497000000,122497000000
122498000000,122498000000
122499000000,122499000000
122500000000,122500000000
122501000000,122501000000
122502000000,122502000000
122503000000,122503000000
122504000000,122504000000
122505000000,122505000000
122506000000,122506000000
122507000000,122507000000
122508000000,122508000000
122509000000,122509000000
122510000000,122510000000
122511000000,122511000000
122512000000,122512000000
122513000000,122513000000
122514000000,122514000000
122515000000,122515000000
122516000000,122516000000
122517000000,122517000000
122517000000,122518000000
122519000000,122519000000
122520000000,122520000000
122521000000,122521000000
122522000000,122522000000
122523000000,122523000000
122524000000,122524000000
122525000000,122525000000
122526000000,122526000000
122527000000,122527000000
122528000000,122528000000
122529000000,122529000000
122530000000,122530000000
122531000000,122531000000
122532000000,122532000000
122533000000,122533000000
122534000000,122534000000
122535000000,122535000000
122536000000,122536000000
122537000000,122537000000
122538000000,122538000000
122539000000,122539000000
122540000000,122540000000
122541000000,122541000000
122542000000,122542000000
122543000000,122543000000
122544000000,122544000000
122545000000,122545000000
122546000000,122546000000
122547000000,122547000000
122548000000,122548000000
122549000000,122549000000
122550000000,122550000000
122551000000,122551000000
122552000000,122552000000
122553000000,122553000000
122554000000,122554000000
122555000000,122555000000
122556000000,122556000000
122557000000,122557000000
122558000000,122558000000
122559000000,122559000000
122560000000,122560000000
122561000000,122561000000
122562000000,122562000000
122563000000,122563000000
122564000000,122564000000
122565000000,122565000000
122566000000,122566000000
122567000000,122567000000
122568000000,122568000000
122569000000,122569000000
122570000000,122570000000
122571000000,122571000000
122572000000,122572000000
122573000000,122573000000
122574000000,122574000000
122575000000,122575000000
122576000000,122576000000
122577000000,122577000000
122578000000,122578000000
122579000000,122579000000
122580000000,122580000000
122581000000,122581000000
122582000000,122582000000
122583000000,122583000000
122584000000,122584000000
122585000000,122585000000
122586000000,122586000000
122587000000,122587000000
122588000000,122588000000
122588000000,122589000000
122590000000,122590000000
122591000000,122591000000
122592000000,122592000000
122593000000,122593000000
122594000000,122594000000
122595000000,122595000000
122596000000,122596000000
122597000000,122597000000
122598000000,122598000000
122599000000,122599000000
122600000000,122600000000
122601000000,122601000000
122602000000,122602000000
122603000000,122603000000
122604000000,122604000000
122605000000,122605000000
122606000000,122606000000
122607000000,122607000000
122608000000,122608000000
122609000000,122609000000
122610000000,122610000000
122611000000,122611000000
122612000000,122612000000
122612000000,122613000000
122614000000,122614000000
122615000000,122615000000
122616000000,122616000000
122617000000,122617000000
122618000000,122618000000
122619000000,122619000000
122620000000,122620000000
122621000000,122621000000
122622000000,122622000000
122623000000,122623000000
122624000000,122624000000
122625000000,122625000000
122626000000,122626000000
122627000000,122627000000
122628000000,122628000000
122629000000,122629000000
122630000000,122630000000
122631000000,122631000000
122632000000,122632000000
122633000000,122633000000
122634000000,122634000000
122635000000,122635000000
122636000000,122636000000
122637000000,122637000000
122638000000,122638000000
122639000000,122639000000
122640000000,122640000000
122641000000,122641000000
122642000000,122642000000
122643000000,122643000000
122644000000,122644000000
122645000000,122645000000
122646000000,122646000000
122647000000,122647000000
122648000000,122648000000
122649000000,122649000000
122650000000,122650000000
122651000000,122651000000
122652000000,122652000000
122653000000,122653000000
122654000000,122654000000
122655000000,122655000000
122656000000,122656000000
122657000000,122657000000
122658000000,122658000000
122659000000,122659000000
122660000000,122660000000
122661000000,122661000000
122662000000,122662000000
122663000000,122663000000
122664000000,122664000000
122665000000,122665000000
122666000000,122666000000
122667000000,122667000000
122668000000,122668000000
122669000000,122669000000
122670000000,122670000000
122671000000,122671000000
122672000000,122672000000
122673000000,122673000000
122674000000,122674000000
122675000000,122675000000
122676000000,122676000000
122677000000,122677000000
122678000000,122678000000
122679000000,122679000000
122680000000,122680000000
122681000000,122681000000
122682000000,122682000000
122683000000,122683000000
122684000000,122684000000
122684000000,122685000000
122686000000,122686000000
122687000000,122687000000
122688000000,122688000000
122689000000,122689000000
122690000000,122690000000
122691000000,122691000000
122692000000,122692000000
122692000000,122693000000
122694000000,122694000000
122695000000,122695000000
122696000000,122696000000
122697000000,122697000000
122698000000,122698000000
122699000000,122699000000
122700000000,122700000000
122701000000,122701000000
122702000000,122702000000
122703000000,122703000000
122704000000,122704000000
122705000000,122705000000
122706000000,122706000000
122707000000,122707000000
122708000000,122708000000
122709000000,122709000000
122710000000,122710000000
122711000000,122711000000
122712000000,122712000000
122713000000,122713000000
122714000000,122714000000
122715000000,122715000000
122716000000,122716000000
122717000000,122717000000
122718000000,122718000000
122719000000,122719000000
122720000000,122720000000
122721000000,122721000000
122722000000,122722000000
122723000000,122723000000
122724000000,122724000000
122725000000,122725000000
122726000000,122726000000
122727000000,122727000000
122728000000,122728000000
122729000000,122729000000
122730000000,122730000000
122731000000,122731000000
122732000000,122732000000
122733000000,122733000000
122734000000,122734000000
122735000000,122735000000
122736000000,122736000000
122737000000,122737000000
122738000000,122738000000
122739000000,122739000000
122740000000,122740000000
122741000000,122741000000
122742000000,122742000000
122743000000,122743000000
122744000000,122744000000
122745000000,122745000000
122746000000,122746000000
122747000000,122747000000
122748000000,122748000000
122749000000,122749000000
122750000000,122750000000
122751000000,122751000000
122752000000,122752000000
122753000000,122753000000
122754000000,122754000000
122755000000,122755000000
122756000000,122756000000
122757000000,122757000000
122758000000,122758000000
122759000000,122759000000
122760000000,122760000000
122761000000,122761000000
122762000000,122762000000
122763000000,122763000000
122764000000,122764000000
122765000000,122765000000
122766000000,122766000000
122767000000,122767000000
122768000000,122768000000
122769000000,122769000000
122770000000,122770000000
122771000000,122771000000
